Date,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Deliverable Volume,%Deliverble
13-05-2009,684,739,684,738,737.55,721.13,268402,1.93552E+13,182587,0.6803
14-05-2009,732,807,732,787,794.75,786.85,705366,5.55016E+13,430390,0.6102
15-05-2009,801,809,785,790,792.95,792.98,195641,1.55139E+13,107767,0.5508
18-05-2009,810,912,810,912,889.65,857.19,12393,1.06231E+12,12393,1
19-05-2009,898.5,974,855.1,900,903.3,920.21,367845,3.38496E+13,279520,0.7599
20-05-2009,866.1,899,861,896,882.4,878.2,109601,9.62513E+12,70537,0.6436
21-05-2009,870,944.5,870,930.25,926.3,916.4,425964,3.90355E+13,140821,0.3306
22-05-2009,910,989.95,906.1,936.7,941,952.89,585193,5.57624E+13,394112,0.6735
25-05-2009,930,960,930,939,948.5,950.38,89552,8.51085E+12,51522,0.5753
26-05-2009,975,1000,890,924,926.35,914.93,206422,1.88861E+13,158881,0.7697
27-05-2009,930,950,901.05,915,913.25,917.37,255778,2.34644E+13,201209,0.7867
28-05-2009,916.6,974.95,900.15,966,950.95,934.8,349209,3.26441E+13,206307,0.5908
29-05-2009,968.1,1060,960.75,1024.9,1034.25,1018.24,2007891,2.04451E+14,1518463,0.7562
01-06-2009,1028.5,1111,980,1055,1061.75,1049.14,406615,4.26596E+13,216589,0.5327
02-06-2009,1064.8,1110,1040.1,1090,1083.3,1073.73,185935,1.99644E+13,100807,0.5422
03-06-2009,1099.95,1136.5,1077.15,1125.25,1117.85,1104.04,384915,4.24962E+13,295090,0.7666
04-06-2009,1117,1129.5,1077.1,1115,1100.75,1099.34,195948,2.15414E+13,140767,0.7184
05-06-2009,1150,1159,1102.7,1129.95,1133.4,1136.22,221811,2.52026E+13,173765,0.7834
08-06-2009,1124.85,1129.85,1048,1067.95,1079.05,1075.47,188041,2.02233E+13,147248,0.7831
09-06-2009,1070,1079.45,1022.1,1036.5,1043.55,1039.44,174422,1.81301E+13,121473,0.6964
10-06-2009,1089.95,1111,1031.05,1085,1066.4,1070.94,270291,2.89466E+13,211699,0.7832
11-06-2009,1067,1090,1019.9,1029.95,1045.4,1041.12,137879,1.43548E+13,95527,0.6928
12-06-2009,1040,1079.8,990.2,1002,1006.8,1019.03,57424,5.85167E+12,36182,0.6301
15-06-2009,1001.15,1020,995,999.95,1002.9,1004.04,76505,7.6814E+12,60356,0.7889
16-06-2009,1001,1001,942.9,991.1,995.5,990.81,35551,3.52241E+12,17376,0.4888
